0x680, Time,74, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0
0x251, Time,9533, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9553, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9573, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9593, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9613, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9633, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9653, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9673, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9693, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9820, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9833, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9853, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9873, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9893, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9913, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9933, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9953, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9973, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,9993, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10013, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10033, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10053, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10174, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10193, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10213, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10233, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10253, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10273, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10293, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10313, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10333, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10353, Controller Temp,360, Motor Temp,389, Fault Code,2
